"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1200458";"POTASSIUM CITRATE";"E-332(II)|E332|INS NO.332(II)|INS-332(II)|NSC-760107|POTASSIUM CITRATE|POTASSIUM CITRATE MONOHYDRATE|Potassium citrate|UROCIT-K";"Small molecule";"4";"306.39";"2";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"305.8946";"None";"C6H5K3O7";"O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]";"QEEAPRPFLLJWCF-UHFFFAOYSA-K"
"CHEMBL1908919";"FLORBETAPIR";"AV-45|FLORBETAPIR";"Small molecule";"4";"360.43";"2";"5";"3.68";"52.61";"5";"1";"0";"12";"N";"0.59";"None";"4.62";"3.11";"3.11";"2";"MOL";"0";"26";"5";"1";"0";"360.1849";"NEUTRAL";"C20H25FN2O3";"CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1";"YNDIAUKFXKEXSV-NSCUHMNNSA-N"
"CHEMBL3707307";"FABOMOTIZOLE";"AFOBAZOL|AFOBAZOLE|APHOBAZOLE|CM-346|FABOMOTIZOLE|OBENOXAZINE";"Small molecule";"3";"307.42";"3";"10";"2.39";"50.38";"5";"1";"0";"6";"N";"0.83";"10.41";"6.67";"2.31";"2.24";"2";"MOL";"0";"21";"5";"1";"0";"307.1354";"NEUTRAL";"C15H21N3O2S";"CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1";"WWNUCVSRRUDYPP-UHFFFAOYSA-N"
"CHEMBL2105734";"SEPANTRONIUM BROMIDE";"SEPANTRONIUM BROMIDE|YM 155|YM-155|YM155";"Small molecule";"2";"443.30";"12";"17";"1.34";"77.96";"6";"0";"0";"5";"N";"0.50";"None";"0.58";"-3.72";"-3.72";"3";"MOL";"0";"27";"7";"0";"0";"363.1452";"NEUTRAL";"C20H19BrN4O3";"COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]";"QBIYUDDJPRGKNJ-UHFFFAOYSA-M"
"CHEMBL2107455";"IGURATIMOD";"CARERAM|IGURATIMOD|KOLBET|T-614";"Small molecule";"3";"374.37";"3";"11";"2.53";"114.71";"6";"2";"0";"6";"N";"0.64";"6.84";"None";"0.43";"-0.09";"3";"MOL";"0";"26";"8";"2";"0";"374.0573";"NEUTRAL";"C17H14N2O6S";"CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1";"ANMATWQYLIFGOK-UHFFFAOYSA-N"
"CHEMBL2107784";"TASQUINIMOD";"TASQUINIMOD";"Small molecule";"3";"406.36";"3";"8";"3.55";"71.77";"5";"1";"0";"3";"N";"0.72";"4.73";"None";"2.31";"-0.13";"3";"MOL";"0";"29";"6";"1";"0";"406.1140";"ACID";"C20H17F3N2O4";"COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C";"ONDYALNGTUAJDX-UHFFFAOYSA-N"
"CHEMBL3920982";"CR-6086";"CR 6086|CR-6086|CR6086";"Small molecule";"2";"472.51";"1";"1";"4.95";"69.64";"3";"2";"0";"6";"N";"0.62";"3.99";"7.76";"1.95";"1.83";"2";"MOL";"0";"34";"5";"2";"0";"472.1974";"ACID";"C26H27F3N2O3";"O=C(O)c1ccc(C2(NC(=O)C3CC4(CCN3Cc3ccc(C(F)(F)F)cc3)CC4)CC2)cc1";"CADWTPLFEZSAHM-UHFFFAOYSA-N"
"CHEMBL1201014";"PREDNISOLONE SODIUM PHOSPHATE";"CODELSOL|Cortisate|Hydeltrasol|INFLAMASE FORTE|INFLAMASE MILD|Inflamase|Metreton|NSC-759187|ORAPRED ODT|Orapred|PREDAIR|PREDAIR FORTE|PREDNISOLONE 21-DISODIUM PHOSPHATE|PREDNISOLONE SODIUM PHOSPHATE|PREDNISOLONI NATRII PHOSPHAS|PREDSOL|PREDSOL-N|Pediapred";"Small molecule";"4";"484.39";"2";"5";"1.67";"141.36";"6";"4";"0";"4";"N";"0.48";"1.18";"None";"1.15";"-2.42";"0";"MOL";"0";"30";"8";"4";"0";"440.1600";"ACID";"C21H27Na2O8P";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]";"VJZLQIPZNBPASX-OJJGEMKLSA-L"
"CHEMBL4297514";"IMEGLIMIN";"EMD-387008|IMEGLIMIN";"Small molecule";"2";"155.21";"2";"4";"-0.83";"66.01";"5";"2";"0";"0";"N";"0.48";"None";"10.21";"-0.69";"-2.92";"0";"MOL";"0";"11";"5";"3";"0";"155.1171";"BASE";"C6H13N5";"C[C@H]1N=C(N(C)C)N=C(N)N1";"GFICWFZTBXUVIG-SCSAIBSYSA-N"
"CHEMBL2104967";"FIRATEGRAST";"FIRATEGRAST|SB-683699";"Small molecule";"2";"499.51";"2";"4";"4.61";"94.09";"5";"2";"0";"11";"N";"0.40";"3.42";"None";"4.60";"1.20";"3";"MOL";"0";"36";"7";"2";"0";"499.1806";"ACID";"C27H27F2NO6";"CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1";"YLFZHHDVRSYTKT-NRFANRHFSA-N"
"CHEMBL2104786";"PANTETHINE";"D-PANTETHINE|NSC-759269|PANTETHINE";"Small molecule";"3";"554.73";"1";"1";"-1.63";"197.32";"10";"8";"2";"19";"N";"0.07";"12.38";"None";"-3.38";"-3.38";"0";"MOL";"0";"36";"12";"8";"3";"554.2444";"NEUTRAL";"C22H42N4O8S2";"CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO";"DJWYOLJPSHDSAL-ROUUACIJSA-N"
"CHEMBL4297396";"L-778123";"L-778,123|L-778123";"Small molecule";"1";"442.35";"2";"4";"3.31";"65.16";"5";"0";"0";"5";"N";"0.65";"None";"6.13";"2.73";"2.71";"3";"MOL";"0";"29";"6";"0";"0";"405.1356";"NEUTRAL";"C22H21Cl2N5O";"Cl.N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1";"YNBSQYGTJLIPJS-UHFFFAOYSA-N"
"CHEMBL2105755";"NALDEMEDINE";"NALDEMEDINE|Naldemedine|S-297995";"Small molecule";"4";"570.65";"7";"17";"3.48";"141.18";"9";"4";"1";"6";"N";"0.35";"9.77";"9.05";"2.43";"1.13";"3";"MOL";"0";"42";"10";"4";"1";"570.2478";"BASE";"C32H34N4O6";"CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1";"AXQACEQYCPKDMV-RZAWKFBISA-N"
"CHEMBL3976807";"PCO-371";"PC-0371|PCO-371|PCO371";"Small molecule";"1";"635.67";"7";"21";"3.32";"137.48";"7";"2";"1";"7";"N";"0.45";"8.59";"2.53";"3.81";"3.78";"2";"MOL";"0";"44";"11";"2";"2";"635.2025";"NEUTRAL";"C29H32F3N5O6S";"Cc1cc(N2C(=O)NC(=O)C2(C)C)cc(C)c1CCS(=O)(=O)N1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)NC2=O";"LDZJFVOUPUFOHX-UHFFFAOYSA-N"
"CHEMBL3963485";"ROGARATINIB";"BAY-1163877|ROGARATINIB";"Small molecule";"2";"466.57";"3";"6";"2.59";"107.01";"9";"2";"0";"6";"N";"0.45";"14.00";"4.68";"1.90";"1.90";"4";"MOL";"0";"33";"9";"3";"0";"466.1787";"NEUTRAL";"C23H26N6O3S";"COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1";"HNLRRJSKGXOYNO-UHFFFAOYSA-N"
"CHEMBL3924151";"TAK-448";"TAK-448";"Small molecule";"2";"1225.38";"7";"25";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1224.6040";"None";"C58H80N16O14";"CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O";"MWXWMWSUUYXMRA-GRKBUMBKSA-N"
"CHEMBL1738889";"ENOBOSARM";"ENOBOSARM|Enobosarm|GTX-024|GTx-024|MK-2866|Ostarine";"Small molecule";"3";"389.33";"12";"41";"3.22";"106.14";"5";"2";"0";"5";"N";"0.82";"11.95";"None";"3.27";"3.27";"2";"MOL";"0";"28";"6";"2";"0";"389.0987";"NEUTRAL";"C19H14F3N3O3";"C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1";"JNGVJMBLXIUVRD-SFHVURJKSA-N"
"CHEMBL4297610";"OLUTASIDENIB";"FT-2102|OLUTASIDENIB";"Small molecule";"1";"354.80";"6";"35";"2.92";"90.68";"5";"2";"0";"3";"N";"0.76";"13.49";"1.26";"1.89";"1.89";"3";"MOL";"0";"25";"6";"2";"0";"354.0884";"NEUTRAL";"C18H15ClN4O2";"C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O";"NEQYWYXGTJDAKR-JTQLQIEISA-N"
"CHEMBL3939284";"ACHN-975";"ACHN-975";"Small molecule";"1";"369.42";"3";"3";"0.01";"124.68";"5";"5";"0";"5";"N";"0.28";"8.90";"8.07";"-0.05";"-0.44";"1";"MOL";"0";"27";"7";"6";"1";"369.1689";"NEUTRAL";"C20H23N3O4";"CC(C)(N)[C@H](NC(=O)c1ccc(C#CC#C[C@@H]2C[C@H]2CO)cc1)C(=O)NO";"GOCUUDXEOKIQRU-IXDOHACOSA-N"
"CHEMBL3905910";"VORUCICLIB";"P1446A-05|VORUCICLIB|Voruciclib";"Small molecule";"2";"469.84";"7";"7";"4.32";"94.14";"6";"3";"0";"3";"N";"0.53";"6.60";"7.42";"3.28";"3.20";"3";"MOL";"0";"32";"6";"3";"0";"469.0904";"NEUTRAL";"C22H19ClF3NO5";"CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO";"MRPGRAKIAJJGMM-OCCSQVGLSA-N"
"CHEMBL3137313";"AXELOPRAN";"AXELOPRAN|Axelopran|TD-1211";"Small molecule";"2";"457.62";"4";"8";"2.26";"107.10";"5";"3";"0";"9";"N";"0.53";"12.40";"8.75";"1.90";"0.53";"1";"MOL";"0";"33";"7";"4";"0";"457.2941";"BASE";"C26H39N3O4";"NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)CO)c1";"ATLYLVPZNWDJBW-KIHHCIJBSA-N"
"CHEMBL1200772";"WARFARIN POTASSIUM";"Athrombin-K|POTASSIUM WARFARIN|WARFARIN POTASSIUM|WARFARIN-POTASSIUM";"Small molecule";"4";"346.42";"1";"3";"3.61";"67.51";"4";"1";"0";"4";"N";"0.75";"5.56";"None";"2.74";"0.94";"3";"MOL";"0";"23";"4";"1";"0";"308.1049";"ACID";"C19H15KO4";"CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+]";"WSHYKIAQCMIPTB-UHFFFAOYSA-M"
"CHEMBL3622820";"ITACITINIB";"INCB-039110|INCB-39110|INCB039110|ITACITINIB";"Small molecule";"3";"553.52";"5";"14";"3.60";"119.62";"8";"1";"1";"5";"N";"0.38";"13.89";"6.68";"1.88";"1.80";"4";"MOL";"0";"40";"10";"1";"1";"553.1962";"NEUTRAL";"C26H23F4N9O";"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1";"KTBSXLIQKWEBRB-UHFFFAOYSA-N"
"CHEMBL1908359";"SODIUM MONOFLUOROPHOSPHATE";"EXTRA-STRENGTH AIM|MONO-TRIDIN|NSC-248|SODIUM FLUOROPHOSPHATE|SODIUM MONOFLUOROPHOSPHATE|Sodium monofluorophosphate";"Small molecule";"4";"143.95";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"143.9364";"None";"FNa2O3P";"O=P([O-])([O-])F.[Na+].[Na+]";"BFDWBSRJQZPEEB-UHFFFAOYSA-L"
"CHEMBL23832";"FENAMIC ACID ";"2-(Phenylamino)Benzoic Acid|2-Phenylamino-Benzoic Acid|FENAMIC ACID |N-Phenylanthranilic Acid";"Small molecule";"1";"213.24";"48";"1484";"3.13";"49.33";"2";"2";"0";"3";"N";"0.82";"3.88";"None";"4.37";"1.15";"2";"MOL";"0";"16";"3";"2";"0";"213.0790";"ACID";"C13H11NO2";"O=C(O)c1ccccc1Nc1ccccc1";"ZWJINEZUASEZBH-UHFFFAOYSA-N"
"CHEMBL1200807";"NORELGESTROMIN";"DEACETYLNORGESTIMATE|EVRA|NORELGESTROMIN|ORTHO EVRA|RWJ-10553";"Small molecule";"4";"327.47";"6";"13";"4.14";"52.82";"3";"2";"0";"1";"N";"0.43";"11.47";"3.12";"3.67";"3.67";"0";"MOL";"0";"24";"3";"2";"0";"327.2198";"NEUTRAL";"C21H29NO2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC";"ISHXLNHNDMZNMC-VTKCIJPMSA-N"
"CHEMBL1200953";"HYDROCORTISONE PROBUTATE";"HYDROCORTISONE BUTEPRATE|HYDROCORTISONE BUTYRATE PROPIONATE|HYDROCORTISONE PROBUTAT|HYDROCORTISONE PROBUTATE|Pandel|TS 408|TS-408";"Small molecule";"4";"488.62";"1";"3";"4.09";"106.97";"7";"1";"0";"7";"N";"0.54";"None";"None";"4.00";"4.00";"0";"MOL";"0";"35";"7";"1";"0";"488.2774";"NEUTRAL";"C28H40O7";"CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C";"FOGXJPFPZOHSQS-AYVLZSQQSA-N"
"CHEMBL206031";"BRECANAVIR";"BRECANAVIR|GW-640385|GW-640385X|GW-64085X|GW640385|GW64085X";"Small molecule";"2";"703.84";"14";"76";"3.87";"154.98";"12";"2";"2";"14";"N";"0.25";"13.18";"2.60";"3.70";"3.70";"3";"MOL";"0";"48";"13";"2";"2";"703.2233";"NEUTRAL";"C33H41N3O10S2";"Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1";"JORVRJNILJXMMG-OLNQLETPSA-N"
"CHEMBL238804";"SELEXIPAG";"ACT-293987|NS-304|SELEXIPAG|UPTRAVI";"Small molecule";"4";"496.63";"11";"36";"3.90";"101.49";"7";"1";"0";"12";"N";"0.38";"3.77";"1.41";"3.76";"2.82";"3";"MOL";"0";"35";"8";"1";"0";"496.2144";"ACID";"C26H32N4O4S";"CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1";"QXWZQTURMXZVHJ-UHFFFAOYSA-N"
"CHEMBL499808";"CASPOFUNGIN";"CANCIDAS|CASPOFUNGIN|CASPOFUNGIN ACETATE|L-743,872|L-743872|MK-991";"Small molecule";"4";"1093.33";"127";"3324";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1092.6431";"None";"C52H88N10O15";"CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O";"JYIKNQVWKBUSNH-OGZDCFRISA-N"
"CHEMBL3633460";"PF-06282999";"PF-06282999";"Small molecule";"1";"325.78";"23";"57";"1.72";"90.11";"5";"2";"0";"4";"N";"0.84";"8.01";"None";"0.67";"0.58";"2";"MOL";"0";"21";"6";"3";"0";"325.0288";"NEUTRAL";"C13H12ClN3O3S";"COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O";"ICYNYWFGIDGBRD-UHFFFAOYSA-N"
"CHEMBL3716365";"GLPG-1205";"GLPG-1205|GLPG1205";"Small molecule";"2";"378.43";"14";"104";"2.02";"62.58";"6";"0";"0";"3";"N";"0.77";"None";"None";"2.24";"2.24";"2";"MOL";"0";"28";"6";"0";"0";"378.1580";"NEUTRAL";"C22H22N2O4";"O=c1nc(OC[C@@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2";"IRBAWVGZNJIROV-SFHVURJKSA-N"
"CHEMBL829";"METHYLPROMAZINE";"ALIMEMAZINE|BAYER-1219|DL-TRIMEPRAZINE|METHYLPROMAZINE|Methylpromazine|RP-6549|TRIMEPRAZINE|Temaril|Trimeprazine";"Small molecule";"4";"298.45";"9";"18";"4.49";"6.48";"3";"0";"0";"4";"N";"0.82";"None";"9.42";"4.41";"2.40";"2";"MOL";"0";"21";"2";"0";"0";"298.1504";"BASE";"C18H22N2S";"CC(CN(C)C)CN1c2ccccc2Sc2ccccc21";"ZZHLYYDVIOPZBE-UHFFFAOYSA-N"
"CHEMBL356359";"PIBOSEROD";"PIBOSEROD|SB-207266";"Small molecule";"2";"369.51";"19";"58";"3.67";"46.50";"4";"1";"0";"6";"N";"0.85";"None";"9.80";"3.00";"0.63";"2";"MOL";"0";"27";"5";"1";"0";"369.2416";"BASE";"C22H31N3O2";"CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1";"KVCSJPATKXABRQ-UHFFFAOYSA-N"
"CHEMBL2104415";"MOXIDECTIN";"CL 301,423|CL-301,423|CL-301423|MOXIDECTIN|MOXIDECTIN FOR VETERINARY USE|NSC-760424";"Small molecule";"4";"639.83";"1";"1";"5.73";"116.04";"9";"2";"2";"3";"N";"0.23";"12.55";"2.81";"5.67";"5.67";"0";"MOL";"0";"46";"9";"2";"2";"639.3771";"NEUTRAL";"C37H53NO8";"CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C";"YZBLFMPOMVTDJY-LSGXYNIPSA-N"
"CHEMBL3186011";"EPRENETAPOPT";"APR 246|APR-246|EPRENETAPOPT|PRIMA-1Met";"Small molecule";"3";"199.25";"4";"9";"-0.34";"49.77";"4";"1";"0";"3";"N";"0.68";"None";"6.90";"-0.15";"-0.27";"0";"MOL";"0";"14";"4";"1";"0";"199.1208";"NEUTRAL";"C10H17NO3";"COCC1(CO)C(=O)C2CCN1CC2";"BGBNULCRKBVAKL-UHFFFAOYSA-N"
"CHEMBL239243";"TAURINE";"AMINOETHYLSULFONIC ACID|ETHANESULFONIC ACID, 2-AMINO-|FEMA NO. 3813|NSC-32428|O-DUE|TAURATE|TAURINE";"Small molecule";"4";"125.15";"88";"106";"-1.17";"80.39";"3";"2";"0";"2";"N";"0.46";"-1.49";"9.34";"-2.61";"-2.62";"0";"MOL";"0";"7";"4";"3";"0";"125.0147";"ZWITTERION";"C2H7NO3S";"NCCS(=O)(=O)O";"XOAAWQZATWQOTB-UHFFFAOYSA-N"
"CHEMBL360328";"LORCASERIN";"LORCASERIN";"Small molecule";"4";"195.69";"11";"164";"2.59";"12.03";"1";"1";"0";"0";"Y";"0.67";"None";"10.12";"2.83";"0.22";"1";"MOL";"0";"13";"1";"1";"0";"195.0815";"BASE";"C11H14ClN";"C[C@H]1CNCCc2ccc(Cl)cc21";"XTTZERNUQAFMOF-QMMMGPOBSA-N"
"CHEMBL2079130";"VONOPRAZAN";"TAK-438|TAKECAB|VOCINTI|VONOPRAZAN";"Small molecule";"3";"345.40";"2";"4";"2.65";"63.99";"5";"1";"0";"5";"N";"0.77";"None";"8.94";"2.03";"0.49";"3";"MOL";"0";"24";"5";"1";"0";"345.0947";"BASE";"C17H16FN3O2S";"CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1";"BFDBKMOZYNOTPK-UHFFFAOYSA-N"
"CHEMBL4594250";"NETARSUDIL";"AR-11324 FREE BASE|AR-13324|NETARSUDIL";"Small molecule";"4";"453.54";"4";"10";"4.89";"94.31";"5";"2";"0";"7";"N";"0.39";"13.49";"8.69";"4.73";"3.42";"4";"MOL";"0";"34";"6";"3";"0";"453.2052";"BASE";"C28H27N3O3";"Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1";"OURRXQUGYQRVML-AREMUKBSSA-N"
"CHEMBL499";"TIMOLOL";"BETIM|BLOCADREN|Betimol|Blocadren|GLAU-OPT|GLAUCOL|Istalol|NYOGEL|TIMOLOL|TIMOLOL ANHYDROUS|TIMOLOL HEMIHYDRATE|TIOPEX|Timoptic|Timoptic-XE";"Small molecule";"4";"316.43";"162";"2085";"0.50";"79.74";"8";"2";"0";"6";"N";"0.79";"None";"9.76";"1.34";"-0.97";"1";"MOL";"0";"21";"7";"2";"0";"316.1569";"BASE";"C13H24N4O3S";"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1";"BLJRIMJGRPQVNF-JTQLQIEISA-N"
"CHEMBL493";"BROMOCRIPTINE";"2-BROMO-.ALPHA.-ERGOCRYPTINE|BROMERGOCRYPTINE|BROMOCRIPTINE|Bromocriptine|CB-154|ERGOCRYPTINE, 2-BROMO-|PARLODEL|SANDOZ 15-754";"Small molecule";"4";"654.61";"178";"485";"3.19";"118.21";"6";"3";"1";"5";"N";"0.46";"9.69";"6.71";"3.89";"3.80";"2";"MOL";"0";"43";"10";"3";"1";"653.2213";"NEUTRAL";"C32H40BrN5O5";"CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12";"OZVBMTJYIDMWIL-AYFBDAFISA-N"
"CHEMBL2219418";"NALOXEGOL";"AZ-13337019|MOVENTIG|NALOXEGOL|NKTR-118";"Small molecule";"4";"651.79";"1";"1";"1.86";"126.77";"12";"2";"2";"24";"N";"0.13";"10.13";"8.54";"1.36";"0.34";"1";"MOL";"0";"46";"12";"2";"2";"651.3619";"BASE";"C34H53NO11";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5";"XNKCCCKFOQNXKV-ZRSCBOBOSA-N"
"CHEMBL7983";"PROPYL GALLATE";"ANHYDROUS PROPYL GALLATE (E 310)|E-310|E310|FEMA NO. 2947|GALLIC ACID, PROPYL ESTER|INS NO.310|INS-310|NSC-2626|PROPYL GALLATE|PROPYL GALLATE (E 310)";"Small molecule";"1";"212.20";"112";"180";"1.37";"86.99";"5";"3";"0";"3";"N";"0.52";"8.11";"None";"1.95";"1.87";"1";"MOL";"0";"15";"5";"3";"0";"212.0685";"NEUTRAL";"C10H12O5";"CCCOC(=O)c1cc(O)c(O)c(O)c1";"ZTHYODDOHIVTJV-UHFFFAOYSA-N"
"CHEMBL15192";"LAPACHONE";".BETA.-LAPACHONE|ARQ 501|ARQ-501|BETA LAPACHONE|BETA-LAP-WJ|Beta-Lapachone|LAPACHONE|Lapachone, Beta-|MB-12066|NSC-26326|NSC-629749";"Small molecule";"2";"242.27";"192";"662";"2.75";"43.37";"3";"0";"0";"0";"Y";"0.66";"None";"None";"2.63";"2.63";"1";"MOL";"0";"18";"3";"0";"0";"242.0943";"NEUTRAL";"C15H14O3";"CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O";"QZPQTZZNNJUOLS-UHFFFAOYSA-N"
"CHEMBL20684";"ABT-751";"ABT-751|E 7010|E-7010|NSC-742134";"Small molecule";"2";"371.42";"46";"205";"3.34";"100.55";"6";"3";"0";"6";"N";"0.57";"7.21";"4.23";"2.82";"2.48";"3";"MOL";"0";"26";"7";"3";"0";"371.0940";"NEUTRAL";"C18H17N3O4S";"COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1";"URCVCIZFVQDVPM-UHFFFAOYSA-N"
"CHEMBL442";"ERGOTAMINE";"ERGOTAMINE|Ergotamine|Ergotamine Tartrate|NSC-95090";"Small molecule";"4";"581.67";"121";"345";"1.99";"118.21";"6";"3";"1";"4";"N";"0.43";"9.69";"7.78";"2.60";"2.17";"3";"MOL";"0";"43";"10";"3";"1";"581.2638";"NEUTRAL";"C33H35N5O5";"CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21";"XCGSFFUVFURLIX-VFGNJEKYSA-N"
"CHEMBL6466";"COUMARIN";"1,2-BENZOPYRONE|CIS-O-COUMARINIC ACID LACTONE|COUMARIN|COUMARIN (PROHIBITED)|COUMARINIC LACTONE|COUMARINUM|CUMARIN|LODEMA|NCI-C07103|NSC-8774|O-HYDROXYCINNAMIC ACID LACTONE|TONKA BEAN CAMPHOR";"Small molecule";"4";"146.14";"242";"2314";"1.79";"30.21";"2";"0";"0";"0";"Y";"0.53";"None";"None";"1.78";"1.78";"2";"MOL";"0";"11";"2";"0";"0";"146.0368";"None";"C9H6O2";"O=c1ccc2ccccc2o1";"ZYGHJZDHTFUPRJ-UHFFFAOYSA-N"
